Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
3/8/2012 10:00,-6.8,-11.1,83,13,24.1,101.21,Snow Showers
3/8/2012 11:00,15.4,10.2,83,17,24.1,101.3,Cloudy
3/8/2012 12:00,-7.1,-14.1,83,9,48.3,101.37,Cloudy
3/8/2012 13:00,-10.2,-13.7,83,6,25,101.99,Clear
3/8/2012 14:00,18.1,17,84,32,24.1,102.13,Rain
3/8/2012 15:00,23.5,6.7,85,7,48.3,101.62,Clear
3/8/2012 16:00,30.1,19.2,86,20,48.3,100.57,Mostly Cloudy
3/8/2012 17:00,7.1,1,86,11,25,101.01,Clear
3/8/2012 18:00,7.2,1.1,86,33,25,101.36,Cloudy
3/8/2012 19:00,-1.1,-9.3,87,17,25,100.51,Mainly Clear
3/8/2012 20:00,-8.2,-12.5,87,30,25,100.52,Mostly Cloudy
3/8/2012 21:00,24,18.1,87,9,25,100.67,Rain Showers
3/8/2012 22:00,0.6,-0.5,88,19,16.1,98.82,Cloudy
3/8/2012 23:00,17.4,13.4,89,9,24.1,101.67,Mainly Clear
4/8/2012 0:00,24.3,16.7,90,11,48.3,101.47,Mostly Cloudy
4/8/2012 1:00,-18.7,-23.2,91,0,25,101.12,Clear
4/8/2012 2:00,-9.8,-13,91,6,25,101.18,Clear
4/8/2012 3:00,26.4,4.4,91,15,48.3,101.24,Mainly Clear
4/8/2012 4:00,-2.9,-9,91,20,25,101.25,Mostly Cloudy
4/8/2012 5:00,0,-7.5,92,6,48.3,102.47,Mainly Clear
4/8/2012 6:00,11.6,11.5,92,11,9.7,99.72,"Rain,Fog"
4/8/2012 7:00,17.3,7.2,92,9,48.3,100.71,Mainly Clear
4/8/2012 8:00,-1.4,-4.2,93,7,24.1,103.24,Cloudy
4/8/2012 9:00,18.9,13.8,93,9,25,99.63,Mainly Clear
4/8/2012 10:00,8.1,-0.9,95,11,48.3,100.99,Mostly Cloudy
4/8/2012 11:00,19.3,16.3,96,6,48.3,99.54,Mainly Clear
4/8/2012 12:00,-4.3,-7.1,97,22,4.8,99.87,Snow
4/8/2012 13:00,-9.9,-14.6,97,35,25,100.38,Cloudy
4/8/2012 14:00,21.6,17.8,97,15,24.1,100.38,Mostly Cloudy
4/8/2012 15:00,-6.1,-12.8,97,17,24.1,100.68,Mainly Clear
4/8/2012 16:00,19.3,15.6,98,17,25,101.3,Clear
4/8/2012 17:00,-6.8,-8.1,99,39,1.2,101.52,Snow
4/8/2012 18:00,-3.8,-13.4,26,32,24.1,100.72,Clear
4/8/2012 19:00,1.7,-2.5,27,15,25,101.17,Mainly Clear
4/8/2012 20:00,24.3,6.5,29,22,48.3,101.91,Mainly Clear
4/8/2012 21:00,22.6,10.9,32,15,48.3,100.83,Mostly Cloudy
4/8/2012 22:00,20.4,13.2,33,28,24.1,101.18,Mainly Clear
4/8/2012 23:00,-1.8,-7.8,34,26,25,101.47,Mostly Cloudy
5/8/2012 0:00,-16.9,-24.1,37,17,24.1,101.47,Cloudy
5/8/2012 1:00,12.4,9.6,37,22,24.1,101.53,Mostly Cloudy
5/8/2012 2:00,-4.8,-12.1,39,15,48.3,99.67,Mostly Cloudy
5/8/2012 3:00,-6.6,-13.3,39,20,24.1,100.12,Mostly Cloudy
5/8/2012 4:00,-13.4,-20.5,39,11,25,100.41,Clear
5/8/2012 5:00,15.1,11.1,39,11,25,100.7,Cloudy
5/8/2012 6:00,16.1,12.5,40,13,24.1,100.75,Rain Showers
5/8/2012 7:00,-5,-10,41,7,25,101.76,Mainly Clear
5/8/2012 8:00,-7.4,-10.7,41,20,1.6,103.01,Snow
5/8/2012 9:00,-3.3,-8.8,42,0,25,100.37,Clear
5/8/2012 10:00,11.6,10.1,42,20,19.3,100.55,Drizzle
5/8/2012 11:00,-11.2,-20.3,42,22,48.3,100.57,Clear
5/8/2012 12:00,11.6,6.4,42,32,24.1,100.91,Rain
5/8/2012 13:00,17.2,12.6,42,4,25,101.02,Clear
5/8/2012 14:00,6.6,6.3,43,19,2,101.16,"Rain,Fog"
5/8/2012 15:00,-4.9,-8.8,44,20,24.1,100.46,Clear
5/8/2012 16:00,-17.7,-24.3,45,20,25,100.87,Mainly Clear
5/8/2012 17:00,21.9,15.8,48,17,25,99.4,"Thunderstorms,Rain Showers"
5/8/2012 18:00,13,6.8,48,20,24.1,100.04,Cloudy
5/8/2012 19:00,-13.9,-23.2,49,20,48.3,101.13,Mainly Clear
5/8/2012 20:00,3,-8.4,49,7,25,101.66,Mostly Cloudy
5/8/2012 21:00,17.7,12.9,50,15,25,99.96,Clear
5/8/2012 22:00,17.8,11.6,50,4,16.1,100.23,Mainly Clear
5/8/2012 23:00,20.7,8.1,50,20,48.3,100.47,Clear
6/8/2012 0:00,18.8,13,50,26,24.1,100.54,Mostly Cloudy
6/8/2012 1:00,17.2,12.4,50,0,25,100.83,Clear
6/8/2012 2:00,2.3,-5.8,52,17,25,100.31,Mainly Clear
6/8/2012 3:00,-2.5,-10.9,52,22,48.3,100.74,Clear
6/8/2012 4:00,26.2,12.1,52,6,48.3,100.82,Mainly Clear
6/8/2012 5:00,1.4,-2.5,52,19,6.4,101.09,Snow
6/8/2012 6:00,18.8,12.2,52,13,24.1,101.2,Mostly Cloudy
6/8/2012 7:00,0.7,-4,53,7,25,101.47,Clear
6/8/2012 8:00,24.5,20.8,53,7,24.1,100.55,Mostly Cloudy
6/8/2012 9:00,6,2.3,53,20,24.1,100.55,Mainly Clear
6/8/2012 10:00,23.9,19.3,54,6,25,100.93,Cloudy
6/8/2012 11:00,4.9,-2.7,54,4,24.1,101.03,Clear
6/8/2012 12:00,22.1,13.5,54,9,25,101.04,Clear
6/8/2012 13:00,7,5,54,9,16.1,99.64,Clear
6/8/2012 14:00,6.4,-7.1,54,11,48.3,99.71,Clear
6/8/2012 15:00,-2.9,-8.8,55,20,25,100.37,Mostly Cloudy
6/8/2012 16:00,-3.8,-12.2,55,19,24.1,100.6,Cloudy
6/8/2012 17:00,11.3,9.4,55,4,24.1,101.1,Mainly Clear
6/8/2012 18:00,24.3,13,55,15,48.3,101.25,Clear
6/8/2012 19:00,-5.8,-9.3,55,4,25,102.08,Clear
6/8/2012 20:00,24,16.9,56,7,48.3,100.93,Mainly Clear
6/8/2012 21:00,11.5,11.5,56,11,0.6,101.51,Fog
6/8/2012 22:00,-18.6,-24,57,9,25,99.44,Mainly Clear
6/8/2012 23:00,16.3,12.2,57,17,25,99.56,Rain
7/8/2012 0:00,-1.5,-4.3,57,19,25,100.09,Mainly Clear
7/8/2012 1:00,17.5,6.1,58,20,48.3,100.37,Mostly Cloudy
7/8/2012 2:00,-0.6,-4.5,58,6,25,100.64,Snow
7/8/2012 3:00,12.6,4.6,59,9,25,101.58,Mainly Clear
7/8/2012 4:00,26.9,20,59,15,24.1,100.22,Cloudy
7/8/2012 5:00,-13.9,-20.9,59,11,19.3,100.72,Cloudy
7/8/2012 6:00,-7.6,-14.8,59,4,25,101.52,Mostly Cloudy
7/8/2012 7:00,12.5,10.8,60,19,4,102.44,Rain
7/8/2012 8:00,16.9,16.3,60,4,25,99.57,Mainly Clear
7/8/2012 9:00,13,10,60,20,24.1,100.75,Cloudy
7/8/2012 10:00,-7.3,-14,60,17,25,100.82,Mostly Cloudy
7/8/2012 11:00,4.9,1.5,60,19,24.1,101.16,Rain
7/8/2012 12:00,20.1,4.6,60,19,24.1,101.4,Cloudy
7/8/2012 13:00,3.7,-4.4,61,4,25,101.63,Cloudy
7/8/2012 14:00,11.9,6.2,61,7,25,100.99,Mostly Cloudy
7/8/2012 15:00,20.9,14,61,6,25,101.15,Mainly Clear
7/8/2012 16:00,27.9,13.3,61,11,48.3,101.19,Mainly Clear
7/8/2012 17:00,27.8,13.1,61,15,48.3,101.22,Mostly Cloudy
7/8/2012 18:00,12.1,7.4,62,7,25,102.32,Mainly Clear
7/8/2012 19:00,23,17.8,62,6,25,98.44,Mostly Cloudy
7/8/2012 20:00,19.3,13.4,62,17,25,100.15,Mainly Clear
7/8/2012 21:00,3,-2.1,62,19,24.1,100.57,Rain
7/8/2012 22:00,13.1,10.1,62,4,25,100.76,Mostly Cloudy
7/8/2012 23:00,-4.5,-6.8,62,9,2,100.92,Snow
8/8/2012 0:00,28.9,9,63,33,48.3,100.28,Mainly Clear
8/8/2012 1:00,3,-2.2,63,15,25,100.8,Cloudy
8/8/2012 2:00,6.9,3.5,63,24,25,101.04,Cloudy
8/8/2012 3:00,2.9,-0.2,64,22,24.1,101.79,Rain Showers
8/8/2012 4:00,15.1,11.8,64,15,25,102.41,Clear
8/8/2012 5:00,8.4,3.7,64,17,25,99.49,Rain
8/8/2012 6:00,23.6,13.6,64,22,48.3,100.12,Mostly Cloudy
8/8/2012 7:00,-8.8,-13.2,64,0,25,100.22,Cloudy
8/8/2012 8:00,6.8,-2.1,64,22,25,100.98,Mostly Cloudy
8/8/2012 9:00,-1,-2.3,65,9,1.2,102.97,Fog
8/8/2012 10:00,18.8,11.2,65,28,25,101.63,Mostly Cloudy
8/8/2012 11:00,14.7,11,66,7,25,100.09,Mostly Cloudy
8/8/2012 12:00,0.2,-7.4,66,17,25,100.6,Cloudy
8/8/2012 13:00,28.7,19.2,66,19,24.1,101.42,Mainly Clear
8/8/2012 14:00,14.2,10.6,66,15,12.9,101.44,Cloudy
8/8/2012 15:00,26.2,16.9,66,15,48.3,101.76,Mainly Clear
8/8/2012 16:00,-3.1,-6.1,66,15,25,101.91,Mainly Clear
8/8/2012 17:00,-4.3,-9.7,67,28,25,100.63,Mainly Clear
8/8/2012 18:00,9.2,0.4,67,15,24.1,100.73,Mainly Clear
8/8/2012 19:00,16,9.9,67,9,24.1,100.76,Mainly Clear
8/8/2012 20:00,5.4,3,67,6,25,101.23,Mostly Cloudy
8/8/2012 21:00,20.2,14.6,67,0,25,102.16,Mainly Clear
8/8/2012 22:00,13,7.3,68,22,24.1,100.09,Rain Showers
8/8/2012 23:00,-13.7,-20.7,68,4,25,100.79,Clear
9/8/2012 0:00,23.2,13.1,68,20,24.1,101.1,Mostly Cloudy
9/8/2012 1:00,24.8,17.9,68,17,48.3,101.13,Mostly Cloudy
9/8/2012 2:00,30.7,14.6,69,32,48.3,101.44,Mainly Clear
9/8/2012 3:00,1.7,-0.9,69,7,12.9,102.13,Cloudy
9/8/2012 4:00,-8.5,-14.1,69,22,25,99.37,Cloudy
9/8/2012 5:00,-4.1,-6.1,69,15,8,100.78,Fog
9/8/2012 6:00,24.3,16.9,70,15,25,102.29,Mostly Cloudy
9/8/2012 7:00,16.3,10.9,70,11,24.1,100.21,Mostly Cloudy
9/8/2012 8:00,-9.8,-14.9,70,32,25,100.6,Cloudy
9/8/2012 9:00,2.4,-2.4,71,35,24.1,102.53,Rain
9/8/2012 10:00,4.3,-1,71,35,25,100.22,Rain
9/8/2012 11:00,5,-0.5,71,24,48.3,100.71,Cloudy
9/8/2012 12:00,21.7,10.5,72,13,48.3,101.02,Mainly Clear
9/8/2012 13:00,-3.5,-8.3,72,9,25,101.63,Clear
9/8/2012 14:00,9.8,8.6,72,17,25,99.72,Cloudy
9/8/2012 15:00,2.3,-3.1,73,33,25,101.25,Snow
9/8/2012 16:00,-3.2,-9,73,17,48.3,99.1,Mainly Clear
9/8/2012 17:00,19.3,18,74,7,25,101.13,Mostly Cloudy
9/8/2012 18:00,16.4,7.3,74,24,24.1,101.49,Mostly Cloudy
9/8/2012 19:00,-7.4,-8.9,74,24,3.6,101.81,Snow
9/8/2012 20:00,-2.1,-6.7,74,28,25,102.58,Cloudy
9/8/2012 21:00,25.6,17.5,74,19,48.3,99.48,Mostly Cloudy
9/8/2012 22:00,24.9,16,75,13,24.1,100.83,Mainly Clear
9/8/2012 23:00,15.4,12.6,75,15,19.3,99.33,Rain
10/8/2012 0:00,22.3,16.2,76,11,25,100.18,Mostly Cloudy
10/8/2012 1:00,3.8,1.6,76,24,16.1,100.45,Rain
10/8/2012 2:00,15.7,12.9,76,13,19.3,102.26,Rain
10/8/2012 3:00,22.8,19.4,77,7,25,100.68,Mostly Cloudy
10/8/2012 4:00,22.1,18.1,77,6,25,100.78,Mainly Clear
10/8/2012 5:00,14.3,9.4,77,32,24.1,101.05,Cloudy
10/8/2012 6:00,5.5,3.3,78,15,9.7,101.17,"Rain,Fog"
10/8/2012 7:00,21.1,15.3,78,6,48.3,101.37,Mostly Cloudy
10/8/2012 8:00,14.7,9.6,78,17,25,101.57,Mainly Clear
10/8/2012 9:00,20.2,14.4,79,11,48.3,102,Mainly Clear
10/8/2012 10:00,5.6,3.6,79,20,25,100.73,Rain
10/8/2012 11:00,13,10.3,79,9,25,100.93,Mostly Cloudy
10/8/2012 12:00,12.8,-0.7,79,13,48.3,101.18,Mostly Cloudy
10/8/2012 13:00,-0.2,-6.2,79,26,24.1,101.18,Mainly Clear
10/8/2012 14:00,22.4,17.8,80,6,25,101.55,Mainly Clear
10/8/2012 15:00,15,11.1,80,30,19.3,100.63,Rain Showers
10/8/2012 16:00,1.6,-0.8,80,13,25,100.9,Mostly Cloudy
10/8/2012 17:00,7.3,-0.1,80,9,25,100.96,Cloudy
10/8/2012 18:00,10.7,8.4,80,7,25,101.14,Rain Showers
10/8/2012 19:00,11.9,8.5,80,26,24.1,101.5,Cloudy
10/8/2012 20:00,0.2,-4.2,80,13,25,101.55,Cloudy
10/8/2012 21:00,5.4,-1.3,81,9,25,102.01,Cloudy
10/8/2012 22:00,1.3,-3.9,81,9,25,101.33,Cloudy
10/8/2012 23:00,-7.1,-11.8,82,19,25,102.17,Clear
11/8/2012 0:00,22.3,12.7,82,4,24.1,100.64,Mainly Clear
11/8/2012 1:00,26.8,16.9,82,6,48.3,101.26,Mainly Clear
11/8/2012 2:00,-12.1,-17.8,82,22,48.3,101.49,Clear
11/8/2012 3:00,18,13.8,82,13,48.3,101.93,Clear
11/8/2012 4:00,22.2,7.1,82,13,48.3,102.07,Clear
11/8/2012 5:00,-9.9,-14.5,83,17,25,97.99,Clear
11/8/2012 6:00,8,4.2,84,26,24.1,100.35,Cloudy
11/8/2012 7:00,-5,-15.1,84,9,25,100.7,Mostly Cloudy
11/8/2012 8:00,13.1,10.7,84,6,25,100.92,Clear
11/8/2012 9:00,16.6,10.5,84,11,25,101.09,Clear
11/8/2012 10:00,24.2,13.4,84,22,48.3,101.44,Mainly Clear
11/8/2012 11:00,-1.4,-2.9,84,33,1.2,101.47,"Snow,Blowing Snow"
11/8/2012 12:00,19.2,16.9,84,9,12.9,101.5,Rain
11/8/2012 13:00,7.7,0.4,84,20,48.3,101.6,Mostly Cloudy
11/8/2012 14:00,4.6,1.8,84,19,25,102.03,Mostly Cloudy
11/8/2012 15:00,-6.6,-13.2,85,4,48.3,99.97,Mainly Clear
11/8/2012 16:00,2.6,0.2,85,0,25,101.28,Rain
11/8/2012 17:00,1.5,-7.1,85,26,24.1,101.56,Mostly Cloudy
11/8/2012 18:00,2.8,-2,85,7,25,101.67,Mainly Clear
11/8/2012 19:00,14.7,-3,85,0,48.3,101.81,Mainly Clear
11/8/2012 20:00,-7.1,-12.6,86,22,24.1,99.53,Snow
11/8/2012 21:00,16.3,8.2,86,22,24.1,100.44,Cloudy
11/8/2012 22:00,19.4,14.7,86,24,25,101.34,Rain Showers
11/8/2012 23:00,4.6,3.4,87,20,9.7,101.94,"Rain,Fog"
12/8/2012 0:00,17,9.1,87,13,25,100.36,Clear
12/8/2012 1:00,-14.2,-15.8,87,6,25,100.58,Clear
12/8/2012 2:00,0.9,-7.7,87,4,25,100.61,Clear
12/8/2012 3:00,-7.9,-14.5,88,22,24.1,101.34,Cloudy
12/8/2012 4:00,2.3,0.5,88,19,16.1,98.92,Drizzle
12/8/2012 5:00,7.1,3.1,88,19,24.1,99.69,Cloudy
12/8/2012 6:00,15.6,8.4,88,15,48.3,101.31,Mainly Clear
12/8/2012 7:00,17.4,15.6,89,6,25,100.08,Mainly Clear
12/8/2012 8:00,14.1,11.5,89,6,24.1,100.56,Rain
12/8/2012 9:00,12.9,11,89,6,19.3,100.76,Mainly Clear
12/8/2012 10:00,11.1,9.1,90,32,6.4,101.53,Rain
12/8/2012 11:00,2.3,-2,90,37,25,101.72,Mostly Cloudy
12/8/2012 12:00,4.6,-0.2,90,22,48.3,101.94,Cloudy
12/8/2012 13:00,4.6,0,90,39,25,99.9,Cloudy
12/8/2012 14:00,6.4,4.8,91,11,25,101.05,Mostly Cloudy
12/8/2012 15:00,12.1,7.9,91,7,25,101.17,Cloudy
12/8/2012 16:00,18.1,13.6,91,9,24.1,101.7,Mostly Cloudy
12/8/2012 17:00,6.1,-1.1,92,19,48.3,101.95,Mainly Clear
12/8/2012 18:00,-6.4,-14.3,93,13,25,101.74,Mostly Cloudy
12/8/2012 19:00,-0.7,-3.1,93,9,9.7,102.69,Haze
12/8/2012 20:00,22.6,9,99,4,48.3,101.5,Mostly Cloudy
12/8/2012 21:00,19.2,13.9,99,17,48.3,101.98,Cloudy
12/8/2012 22:00,15.9,13.7,28,9,25,101.26,Clear
12/8/2012 23:00,28.2,16.6,30,19,24.1,102.18,Mainly Clear
1/9/2012 0:00,-7.2,-11,37,4,25,101.03,Snow
1/9/2012 1:00,11.7,10.2,37,13,16.1,101.44,Rain
1/9/2012 2:00,-1.8,-9.7,38,20,25,101.89,Mostly Cloudy
1/9/2012 3:00,12,7.9,41,9,48.3,101.95,Mostly Cloudy
1/9/2012 4:00,19.1,12.5,41,4,25,99.95,Mainly Clear
1/9/2012 5:00,29.3,15.9,42,17,48.3,100.29,Cloudy
1/9/2012 6:00,2.2,-3.5,42,7,25,100.41,Mostly Cloudy
1/9/2012 7:00,18.3,11.6,42,17,24.1,100.78,Mostly Cloudy
1/9/2012 8:00,-5.7,-8.7,43,22,24.1,101.98,Cloudy
1/9/2012 9:00,-5.8,-15.8,44,9,48.3,98.76,Mainly Clear
1/9/2012 10:00,-1.8,-3.2,44,32,1.2,100.3,"Snow,Blowing Snow"
1/9/2012 11:00,20.9,8.4,44,13,48.3,100.54,Mainly Clear
1/9/2012 12:00,5.3,2.2,44,44,24.1,100.62,Cloudy
1/9/2012 13:00,-1,-5.1,45,26,24.1,100.72,Mostly Cloudy
1/9/2012 14:00,-6.5,-9,45,15,4.8,100.99,Freezing Rain
1/9/2012 15:00,3,-11.2,45,22,48.3,101.36,Cloudy
1/9/2012 16:00,26.8,15.5,47,24,25,100.89,Cloudy
1/9/2012 17:00,12.2,10.2,47,19,12.9,101.06,Cloudy
1/9/2012 18:00,15.7,12,47,26,24.1,101.19,Mostly Cloudy
1/9/2012 19:00,-0.9,-6.5,47,9,25,101.31,Clear
1/9/2012 20:00,-5,-7.6,47,32,4,101.34,"Snow,Blowing Snow"
1/9/2012 21:00,-2,-9.1,48,17,25,101.49,Mainly Clear
1/9/2012 22:00,-3,-13.1,48,22,48.3,101.69,Mainly Clear
1/9/2012 23:00,5.6,0.8,48,17,25,100.08,Mainly Clear
2/9/2012 0:00,-3.1,-10.9,49,30,24.1,100.82,Mostly Cloudy
2/9/2012 1:00,9.1,-2.2,49,19,24.1,101.42,Cloudy
2/9/2012 2:00,12.9,12.2,49,15,6.4,101.5,Fog
2/9/2012 3:00,-5.4,-11.4,50,6,25,99.18,Mostly Cloudy
2/9/2012 4:00,7.7,6.5,50,6,48.3,99.18,Clear
2/9/2012 5:00,23.2,19.5,50,6,25,100.62,Mostly Cloudy
2/9/2012 6:00,8.4,-9.7,51,13,25,101.35,Cloudy
2/9/2012 7:00,0.8,0.2,52,11,9.7,100.72,Fog
2/9/2012 8:00,-8.9,-13.4,52,13,25,100.79,Mainly Clear
2/9/2012 9:00,4.8,3.4,52,19,24.1,100.98,Cloudy
2/9/2012 10:00,-0.1,-1.5,53,26,1,101.54,Snow
2/9/2012 11:00,0.9,0,53,28,4.8,100.3,"Rain,Snow,Ice Pellets"
2/9/2012 12:00,-6,-10,53,17,48.3,100.7,Mainly Clear
2/9/2012 13:00,-15,-17.5,54,4,24.1,101.7,Clear
2/9/2012 14:00,7.9,5.9,54,19,25,101.85,Mostly Cloudy
2/9/2012 15:00,7.5,-5.2,54,17,25,102.4,Mostly Cloudy
2/9/2012 16:00,11.4,9,55,11,16.1,100.98,Cloudy
2/9/2012 17:00,11.1,-2,55,6,25,99.74,Cloudy
2/9/2012 18:00,7.4,-1.2,56,6,25,101.28,Clear
2/9/2012 19:00,16,13.1,56,11,25,101.32,Mostly Cloudy
2/9/2012 20:00,1,-10.8,56,13,25,101.61,Cloudy
2/9/2012 21:00,4.3,-4.9,57,57,48.3,100.74,Mainly Clear
2/9/2012 22:00,-11.5,-14.4,57,20,16.1,100.82,Snow
2/9/2012 23:00,-5.4,-12.6,57,11,48.3,101.13,Mainly Clear
3/9/2012 0:00,25.5,10.7,57,20,48.3,101.14,Mainly Clear
3/9/2012 1:00,27,12.6,58,7,24.1,100.68,Mainly Clear
3/9/2012 2:00,-4.4,-11.3,58,19,24.1,101.09,Mostly Cloudy
3/9/2012 3:00,5.1,2.6,58,20,25,101.19,Cloudy
3/9/2012 4:00,27.8,11.6,59,26,48.3,100.07,Mostly Cloudy
3/9/2012 5:00,-4.6,-5.9,59,13,4,101.01,Snow
3/9/2012 6:00,-14.3,-19.8,59,24,25,101.68,Cloudy
3/9/2012 7:00,2.8,-2.4,59,39,24.1,101.72,Cloudy
3/9/2012 8:00,-8.5,-13.8,60,15,25,100.84,Clear
3/9/2012 9:00,8.1,6.4,60,4,25,101.37,Cloudy
3/9/2012 10:00,16.6,12.1,61,6,25,100.69,Mainly Clear
3/9/2012 11:00,-0.6,-6,61,7,25,101.33,Mainly Clear
3/9/2012 12:00,1.8,-8.3,62,15,48.3,103.18,Cloudy
3/9/2012 13:00,-1.1,-10.4,62,22,25,100.73,Clear
3/9/2012 14:00,19.3,18.3,62,6,25,100.94,Cloudy
3/9/2012 15:00,-12.5,-19.7,62,13,24.1,101.37,Clear
3/9/2012 16:00,26.9,12.3,62,15,48.3,101.39,Cloudy
3/9/2012 17:00,3,0.6,63,4,25,100.75,Cloudy
3/9/2012 18:00,12.2,3.8,63,4,24.1,101.07,Mostly Cloudy
3/9/2012 19:00,16.1,8.6,64,6,25,101.85,Clear
3/9/2012 20:00,4.1,-10.3,64,13,25,100.11,Clear
3/9/2012 21:00,-10.1,-14.4,64,17,24.1,101.04,Snow
3/9/2012 22:00,12,11.8,65,7,4,102.26,Fog
3/9/2012 23:00,3.5,-3.8,65,9,24.1,100.16,Cloudy
4/9/2012 0:00,0.6,-1.2,65,4,3.2,100.99,Snow
4/9/2012 1:00,-5.2,-14.3,66,15,24.1,100.28,Clear
4/9/2012 2:00,-10.4,-18.3,66,6,48.3,101.2,Mainly Clear
4/9/2012 3:00,19.2,8.9,67,9,48.3,99.79,Mostly Cloudy
4/9/2012 4:00,23.5,7,68,11,48.3,101.45,Mainly Clear
4/9/2012 5:00,24.5,15.2,68,39,25,100.46,Mostly Cloudy
4/9/2012 6:00,6.9,4.8,68,11,16.1,100.64,Clear
4/9/2012 7:00,21.5,12.2,69,6,24.1,100.8,Mainly Clear
4/9/2012 8:00,18.4,16.3,69,15,19.3,100.93,Rain
4/9/2012 9:00,16.8,8.8,70,19,48.3,98.94,Clear
4/9/2012 10:00,11.9,5.4,70,19,25,99.28,Mainly Clear
4/9/2012 11:00,23.2,18.4,70,9,24.1,99.57,Mostly Cloudy
4/9/2012 12:00,16.4,10.1,71,9,25,101.59,Clear
4/9/2012 13:00,9.6,8.2,71,9,2,102.14,"Drizzle,Fog"
4/9/2012 14:00,16.8,14.6,72,11,25,101.43,Mainly Clear
4/9/2012 15:00,26.3,16.4,72,9,24.1,102.08,Cloudy
4/9/2012 16:00,25.9,19.5,72,7,24.1,100.92,Mainly Clear
4/9/2012 17:00,-1.4,-7,73,11,48.3,99.75,Mostly Cloudy
4/9/2012 18:00,6.9,0,73,28,25,100.4,Cloudy
4/9/2012 19:00,-3.8,-9.4,74,33,24.1,101.01,Mainly Clear
4/9/2012 20:00,1.1,0.1,74,26,8,101.06,"Rain,Snow"
4/9/2012 21:00,6.1,0.4,74,32,24.1,102.2,Cloudy
4/9/2012 22:00,17.6,9,74,4,25,102.56,Clear
4/9/2012 23:00,-10.1,-14.5,75,24,25,100.63,Cloudy
5/9/2012 0:00,10.7,3.3,75,11,48.3,101.42,Cloudy
5/9/2012 1:00,18.9,7.8,75,15,24.1,101.89,Mostly Cloudy
5/9/2012 2:00,13.8,12.6,75,17,19.3,99.53,Clear
5/9/2012 3:00,17.5,14.1,76,9,25,101.95,Cloudy
5/9/2012 4:00,-1.5,-5.7,77,30,25,99.78,Cloudy
5/9/2012 5:00,22.9,8.2,77,15,48.3,100.97,Mainly Clear
5/9/2012 6:00,3.2,-2.3,77,30,24.1,101.04,Cloudy
5/9/2012 7:00,11.6,8.8,77,39,24.1,101.36,Cloudy
5/9/2012 8:00,19,15.5,78,17,24.1,102.6,Mostly Cloudy
5/9/2012 9:00,29.8,17.1,78,33,48.3,99.99,Mainly Clear
5/9/2012 10:00,-17.3,-24.2,78,17,25,100.61,Mostly Cloudy
5/9/2012 11:00,13.2,9.9,78,4,25,101.04,Clear
5/9/2012 12:00,10.4,-3.8,79,17,48.3,102,Mostly Cloudy
5/9/2012 13:00,16.1,12.7,79,44,25,102.05,Mostly Cloudy
5/9/2012 14:00,3.1,1.3,79,20,25,99.31,Mainly Clear
5/9/2012 15:00,9.3,5.2,79,28,24.1,100.81,Cloudy
5/9/2012 16:00,3.1,-6.7,79,7,25,100.91,Mostly Cloudy
5/9/2012 17:00,24.2,15.5,80,41,25,102.27,Mainly Clear
5/9/2012 18:00,10.5,0.3,80,11,48.3,100.39,Mainly Clear
5/9/2012 19:00,6.6,5,80,7,25,100.65,Clear
5/9/2012 20:00,22.3,15.6,80,4,25,101.59,Mostly Cloudy
5/9/2012 21:00,8.5,2.7,81,0,25,101.72,Clear
5/9/2012 22:00,20.1,9.5,81,11,25,99.48,Clear
5/9/2012 23:00,22.5,18.3,81,13,24.1,100.14,Mainly Clear
6/9/2012 0:00,10.8,-8,81,15,25,100.25,Mostly Cloudy
6/9/2012 1:00,-5.7,-13.4,81,19,48.3,101.27,Mostly Cloudy
6/9/2012 2:00,-4.8,-10,82,11,25,101.97,Clear
6/9/2012 3:00,25.4,13.4,83,0,48.3,101.26,Mainly Clear
6/9/2012 4:00,10.6,4.4,83,0,25,101.34,Clear
6/9/2012 5:00,-0.2,-2.9,83,22,25,100.07,Snow Showers
6/9/2012 6:00,1.3,-0.2,83,11,12.9,100.13,Cloudy
6/9/2012 7:00,7.8,6.1,84,17,25,100.31,Mostly Cloudy
6/9/2012 8:00,0.1,-0.9,84,24,19.3,101.38,Cloudy
6/9/2012 9:00,13.8,12,85,11,9.7,100.11,"Drizzle,Fog"
6/9/2012 10:00,13.4,10.7,85,6,48.3,100.47,Mainly Clear
6/9/2012 11:00,27.7,14.8,85,15,24.1,100.6,Mostly Cloudy
6/9/2012 12:00,21.6,20,85,11,24.1,100.79,"Thunderstorms,Rain Showers"
6/9/2012 13:00,15.1,4.7,85,9,48.3,101.21,Mainly Clear
6/9/2012 14:00,14.2,9.9,85,15,25,101.34,Mostly Cloudy
6/9/2012 15:00,18.9,10.2,85,7,24.1,101.41,Cloudy
6/9/2012 16:00,1.3,0.1,85,17,9.7,101.81,Rain
6/9/2012 17:00,1.7,-1.2,86,24,19.3,102.84,Snow
6/9/2012 18:00,6.2,-1.5,86,20,25,99.66,Cloudy
6/9/2012 19:00,21.5,10.2,86,15,48.3,101.29,Mainly Clear
6/9/2012 20:00,24.3,7.6,86,11,48.3,101.37,Mostly Cloudy
6/9/2012 21:00,5,-5,87,63,48.3,100.83,Mainly Clear
